p,sig_eq
0.0,0.0
-0.035087719298263785,0.10526315789479132
-0.07017543859652756,0.21052631578958267
-0.09931279938289782,0.2979383981485697
-0.09931279938260784,0.29793839814846296
-0.09931279938293835,0.29793839814858475
-0.06422508008460802,0.19267524025382407
-0.029137360786344255,0.08741208235903276
0.005950358511919538,0.017851075535758595
0.04103807781018332,0.12311423343054989
0.07612579710844708,0.2283773913253412
0.07757694756006986,0.23273084268038502
0.07757694756016957,0.2327308426802506
0.07757694756016424,0.23273084268025251
0.07757694756000195,0.23273084268031238
0.03371729843726076,0.10115189531178236
-0.03645814015926668,0.10937442047780002
-0.09931279938295794,0.29793839814859197
-0.09931279938305725,0.2979383981486285
-0.09931279938358407,0.2979383981488228
